original_index,vdc1,vdc2,idc1,idc2,irr,pvt,f_nv
1279316,0.6817,0.7336,0.1128,0.0374,1.1451,12.2712,0
1279317,0.6823,0.7323,0.1119,0.0355,1.2496,12.2712,0
1279318,0.691,0.7387,0.106,0.0381,1.2621,12.2715,0
1279319,0.6916,0.7384,0.1099,0.0354,1.1013,12.2693,0
1279320,0.6897,0.7395,0.1123,0.0388,1.1756,12.2693,0
1279321,0.6776,0.7174,0.1143,0.0374,1.2372,12.2683,0
1279322,0.6792,0.7247,0.1118,0.037,1.1116,12.2683,0
1279323,0.689,0.7423,0.1127,0.038,1.2731,12.2717,0
1279324,0.6821,0.7356,0.1151,0.0348,1.0762,12.275,0
1279325,0.6869,0.7351,0.1154,0.0353,1.5074,12.275,0
1279326,0.6793,0.7339,0.1099,0.0383,1.5538,12.2787,0
1279327,0.6907,0.7199,0.1122,0.0376,1.7114,12.2833,0
1279328,0.6863,0.7403,0.1149,0.0382,1.6349,12.2833,0
1279329,0.6827,0.7194,0.1128,0.036,1.3592,12.2787,0
1279330,0.6855,0.732,0.1115,0.0392,1.2803,12.2787,0
1279331,0.6831,0.7212,0.114,0.0378,1.3576,12.2722,0
1279332,0.6828,0.7299,0.115,0.0365,1.5279,12.2756,0
1279333,0.6735,0.7137,0.1141,0.0357,1.2437,12.2756,0
1279334,0.6905,0.7319,0.1091,0.038,1.2156,12.2682,0
1279335,0.6873,0.7335,0.116,0.036,1.3291,12.2666,0
1279336,0.6836,0.7329,0.1144,0.0368,1.37,12.2666,0
1279337,0.6685,0.7189,0.1095,0.038,1.2926,12.267,0
1279338,0.6696,0.7174,0.1122,0.0379,1.1944,12.267,0
1279339,0.6805,0.7284,0.1143,0.0374,1.4595,12.2712,0
1279340,0.6792,0.7257,0.116,0.0373,1.5476,12.2677,0
1279341,0.6782,0.7295,0.1127,0.0392,1.3491,12.2677,0
1279342,0.6889,0.7241,0.1108,0.0352,1.2008,12.2691,0
1279343,0.6559,0.7267,0.1129,0.0372,1.2508,12.2644,0
1279344,0.648,0.7119,0.1168,0.0366,1.4724,12.2644,0
1279345,0.6402,0.7019,0.1146,0.037,1.3407,12.2629,0
1279346,0.6441,0.7111,0.1082,0.0388,1.3285,12.2629,0
1279347,0.6446,0.7161,0.1131,0.0364,1.5074,12.2587,0
1279348,0.6444,0.7086,0.1136,0.0357,1.4597,12.2604,0
1279349,0.6426,0.7051,0.1104,0.0382,1.4907,12.2604,0
1279350,0.6521,0.7096,0.1102,0.0365,1.4295,12.2655,0
1279351,0.6432,0.7149,0.1125,0.0378,1.3809,12.2655,0
1279352,0.6395,0.7138,0.1136,0.0381,1.4023,12.2682,0
1279353,0.6421,0.7077,0.1113,0.0365,1.3102,12.2724,0
1279354,0.6497,0.709,0.1148,0.037,1.3504,12.2724,0
1279355,0.6539,0.7131,0.1133,0.0376,1.4133,12.268,0
1279356,0.6532,0.7081,0.1146,0.0374,1.4004,12.2661,0
1279357,0.644,0.709,0.1124,0.0391,1.2697,12.2661,0
1279358,0.6506,0.7099,0.1103,0.0364,1.2368,12.2643,0
1279359,0.6496,0.7111,0.1133,0.0375,1.1796,12.2643,0
1279360,0.6493,0.7161,0.1154,0.0354,1.4328,12.2677,0
1279361,0.6467,0.7037,0.1125,0.0371,1.5041,12.2736,0
1279362,0.6472,0.7156,0.109,0.0388,1.4934,12.2736,0
1279363,0.6556,0.7234,0.1134,0.0376,1.4302,12.2799,0
1279364,0.6623,0.7231,0.1127,0.0373,1.4251,12.2698,0
1279365,0.641,0.707,0.111,0.0369,1.4295,12.2698,0
1279366,0.6586,0.7209,0.1095,0.0373,1.2149,12.2656,0
1279367,0.6471,0.7197,0.1142,0.0388,1.2278,12.2656,0
1279368,0.6485,0.7135,0.116,0.0386,1.1142,12.2671,0
1279369,0.6484,0.7173,0.1113,0.0367,1.2234,12.2661,0
1279370,0.6612,0.726,0.1139,0.0383,1.1042,12.2661,0
1279371,0.6535,0.7277,0.1154,0.0377,1.0442,12.2707,0
1279372,0.657,0.72,0.1161,0.0393,1.2865,12.276,0
1279373,0.6507,0.7157,0.1117,0.0389,1.541,12.276,0
1279374,0.6572,0.7226,0.1079,0.0398,1.5101,12.2742,0
1279375,0.659,0.7317,0.116,0.0367,1.4111,12.2742,0
1279376,0.6499,0.7152,0.1159,0.034,1.4157,12.2671,0
1279377,0.6513,0.7211,0.1107,0.0334,1.5633,12.2741,0
1279378,0.6662,0.7301,0.1163,0.036,1.4757,12.2741,0
1279379,0.6627,0.7342,0.1174,0.0376,1.3956,12.264,0
1279380,0.6611,0.7182,0.1126,0.0383,1.4188,12.264,0
1279381,0.6707,0.7378,0.1094,0.0385,1.3424,12.2645,0
1279382,0.6663,0.7281,0.1097,0.0367,1.3543,12.2639,0
1279383,0.6681,0.7385,0.1166,0.0345,1.3819,12.2639,0
1279384,0.674,0.7397,0.1172,0.0363,1.4243,12.261,0
1279385,0.678,0.7337,0.1138,0.038,1.2464,12.2592,0
1279386,0.6784,0.7466,0.1166,0.0367,1.074,12.2592,0
1279387,0.6682,0.7351,0.1151,0.0381,1.1663,12.2523,0
1279388,0.6677,0.7398,0.1124,0.0399,1.2088,12.2523,0
1279389,0.6592,0.7342,0.106,0.037,1.1957,12.2481,0
1279390,0.6716,0.7312,0.1134,0.0345,1.2497,12.2487,0
1279391,0.6722,0.7346,0.118,0.0362,1.474,12.2487,0
1279392,0.6603,0.7216,0.112,0.0358,1.5338,12.249,0
1279393,0.6668,0.719,0.1101,0.0395,1.3407,12.2546,0
1279394,0.6675,0.7334,0.1108,0.0393,1.3979,12.2546,0
1279395,0.6594,0.7266,0.1155,0.0373,1.426,12.2557,0
1279396,0.6529,0.7275,0.1117,0.0386,1.2565,12.2557,0
1279397,0.6545,0.7307,0.1116,0.0386,1.3339,12.2542,0
1279398,0.6655,0.7408,0.116,0.0385,1.4808,12.2509,0
1279399,0.6706,0.7222,0.1159,0.0409,1.3952,12.2509,0
1279400,0.6812,0.7218,0.1108,0.0396,1.3794,12.2456,0
1279401,0.6825,0.7352,0.1082,0.0388,1.2489,12.2386,0
1279402,0.6689,0.7303,0.1131,0.0372,1.2236,12.2386,0
1279403,0.667,0.7238,0.1171,0.037,1.1719,12.2421,0
1279404,0.6567,0.7178,0.1118,0.0378,1.245,12.2421,0
1279405,0.6762,0.7205,0.114,0.0356,1.3442,12.2414,0
1279406,0.677,0.7171,0.1127,0.0388,1.3532,12.2419,0
1279407,0.6976,0.7413,0.1167,0.0373,1.2169,12.2419,0
1279408,0.6808,0.7197,0.1147,0.0381,1.1883,12.2354,0
1279409,0.681,0.7242,0.116,0.0372,1.2706,12.2354,0
1279410,0.6807,0.7239,0.1167,0.0364,1.4105,12.2353,0
1279411,0.6791,0.7196,0.1152,0.0354,1.2406,12.2393,0
1279412,0.6748,0.7128,0.115,0.0374,1.2231,12.2393,0
1279413,0.6861,0.7182,0.1131,0.0342,1.3408,12.2417,0
1279414,0.6787,0.7119,0.1157,0.0356,1.2725,12.2457,0
1279415,0.6781,0.7178,0.1138,0.0387,1.3704,12.2457,0
1279416,0.6705,0.7086,0.1108,0.0387,1.1617,12.2495,0
1279417,0.6717,0.7082,0.1129,0.0369,1.1833,12.2495,0
1279418,0.6689,0.711,0.1187,0.0391,1.34,12.2472,0
1279419,0.6626,0.7082,0.1149,0.0374,1.2933,12.2384,0
1279420,0.6673,0.7076,0.1105,0.0373,1.3974,12.2384,0
1279421,0.6699,0.7207,0.1142,0.0391,1.3237,12.2346,0
1279422,0.6598,0.7015,0.1117,0.0378,1.3742,12.2288,0
1279423,0.6691,0.7153,0.1154,0.0368,1.2298,12.2288,0
1279424,0.6748,0.7175,0.1115,0.0352,1.1474,12.2238,0
1279425,0.6571,0.7098,0.1128,0.0359,1.3441,12.2238,0
1279426,0.6714,0.7144,0.1145,0.0339,1.3923,12.2236,0
1279427,0.6672,0.7159,0.1144,0.0361,1.28,12.2219,0
1279428,0.6662,0.7033,0.1154,0.0384,1.2604,12.2219,0
1279429,0.6778,0.7171,0.114,0.0369,1.518,12.2128,0
1279430,0.6753,0.727,0.1163,0.0374,1.524,12.2162,0
1279431,0.6585,0.6976,0.1146,0.0363,1.3632,12.2162,0
1279432,0.6788,0.7129,0.1123,0.0351,1.3083,12.218,0
1279433,0.6699,0.7083,0.1097,0.0385,1.0828,12.218,0
1279434,0.6711,0.7104,0.1135,0.0372,1.0389,12.2228,0
1279435,0.6698,0.7211,0.1137,0.0383,1.1418,12.2218,0
1279436,0.6646,0.7137,0.1138,0.0378,1.1734,12.2218,0
1279437,0.6622,0.7077,0.114,0.0392,1.2579,12.2146,0
1279438,0.6529,0.7087,0.1145,0.0393,1.187,12.2146,0
1279439,0.6456,0.7019,0.1143,0.0395,1.2405,12.2143,0
1279440,0.6453,0.7077,0.1085,0.0372,1.2325,12.2124,0
1279441,0.6495,0.711,0.1113,0.0379,1.4272,12.2124,0
1279442,0.6354,0.7022,0.1124,0.0368,1.5508,12.2141,0
1279443,0.6409,0.7081,0.1119,0.038,1.5413,12.2128,0
1279444,0.6418,0.7145,0.1087,0.0384,1.3972,12.2128,0
1279445,0.6474,0.7148,0.1121,0.0392,1.3783,12.2097,0
1279446,0.645,0.713,0.1124,0.0402,1.2784,12.2097,0
1279447,0.6379,0.7085,0.1123,0.0354,1.2276,12.2113,0
1279448,0.641,0.7119,0.106,0.039,1.2273,12.2098,0
1279449,0.6424,0.7167,0.113,0.0385,1.2889,12.2098,0
1279450,0.6385,0.7163,0.1123,0.0345,1.602,12.2121,0
1279451,0.632,0.7016,0.1116,0.0362,1.5732,12.2062,0
1279452,0.6385,0.7095,0.108,0.0377,1.6739,12.2062,0
1279453,0.6421,0.7166,0.1139,0.0386,1.4523,12.2104,0
1279454,0.6368,0.7111,0.1138,0.0384,1.2673,12.2104,0
1279455,0.6333,0.7035,0.1107,0.0398,1.1653,12.2099,0
1279456,0.6418,0.7118,0.1101,0.037,1.2832,12.21,0
1279457,0.6389,0.7181,0.1117,0.0397,1.5262,12.21,0
1279458,0.6382,0.7186,0.114,0.0369,1.5854,12.2073,0
1279459,0.6346,0.7134,0.1111,0.0387,1.4804,12.2058,0
1279460,0.6446,0.717,0.1098,0.0385,1.3185,12.2058,0
1279461,0.6402,0.7167,0.1129,0.0378,1.5587,12.2027,0
1279462,0.6464,0.7133,0.1151,0.0393,1.3595,12.2027,0
1279463,0.6437,0.7121,0.1115,0.0375,1.332,12.1964,0
1279464,0.6369,0.7057,0.115,0.0402,1.1546,12.1989,0
1279465,0.6446,0.7174,0.1123,0.0391,1.3153,12.1989,0
1279466,0.6498,0.7129,0.1143,0.0383,1.1021,12.1964,0
1279467,0.6374,0.709,0.113,0.0393,1.1089,12.1964,0
1279468,0.6423,0.7177,0.1098,0.0375,1.1571,12.1985,0
1279469,0.6407,0.7165,0.1129,0.0388,1.0705,12.1969,0
1279470,0.6399,0.7153,0.1173,0.0366,1.0934,12.1969,0
1279471,0.6405,0.7098,0.1121,0.0379,1.1311,12.2011,0
1279472,0.6432,0.7235,0.1122,0.0404,1.1685,12.1971,0
1279473,0.6495,0.7224,0.1127,0.039,1.2014,12.1971,0
1279474,0.6475,0.7235,0.1139,0.0392,1.1284,12.2016,0
1279475,0.6475,0.7158,0.1109,0.0356,1.178,12.2016,0
1279476,0.6536,0.7238,0.1079,0.0367,1.1931,12.2004,0
1279477,0.6616,0.7329,0.1148,0.0376,1.2311,12.2003,0
1279478,0.6379,0.7137,0.1121,0.0398,1.1095,12.2003,0
1279479,0.6514,0.7218,0.1099,0.0397,1.3457,12.2014,0
1279480,0.6537,0.7245,0.1082,0.0408,1.3934,12.203,0
1279481,0.6624,0.7352,0.113,0.0373,1.395,12.203,0
1279482,0.6472,0.7134,0.1141,0.0404,1.5445,12.2017,0
1279483,0.6488,0.721,0.1119,0.0391,1.2862,12.2017,0
1279484,0.6483,0.722,0.1115,0.0364,1.2697,12.2024,0
1279485,0.6527,0.7234,0.1147,0.0379,1.3562,12.2057,0
1279486,0.6407,0.7154,0.1138,0.0399,1.3425,12.2057,0
1279487,0.6366,0.7068,0.1117,0.038,1.4192,12.207,0
1279488,0.6559,0.7283,0.111,0.036,1.3338,12.2145,0
1279489,0.6523,0.7254,0.1139,0.0385,1.1244,12.2145,0
1279490,0.6491,0.7278,0.1142,0.0387,1.1491,12.2176,0
1279491,0.6617,0.7398,0.1102,0.0375,1.0741,12.2176,0
1279492,0.6585,0.7222,0.1155,0.0384,1.1507,12.2193,0
1279493,0.6517,0.7127,0.1169,0.0387,1.1839,12.2206,0
1279494,0.6473,0.7142,0.1116,0.0381,1.043,12.2206,0
1279495,0.6456,0.7181,0.1047,0.0371,1.1904,12.2221,0
1279496,0.6466,0.7218,0.1102,0.0379,1.2641,12.2221,0
1279497,0.6387,0.7241,0.1168,0.038,1.2438,12.2222,0
1279498,0.6451,0.7113,0.1117,0.0373,1.247,12.2223,0
1279499,0.6443,0.7236,0.1095,0.0371,1.061,12.2223,0
1279500,0.6471,0.7302,0.1097,0.0382,1.1375,12.2243,0
1279501,0.6446,0.7135,0.1129,0.0385,1.119,12.2182,0
1279502,0.6484,0.7185,0.1113,0.0381,1.1661,12.2182,0
1279503,0.6544,0.7235,0.1104,0.0359,1.2576,12.2223,0
1279504,0.647,0.7238,0.1106,0.0393,1.282,12.2223,0
1279505,0.6444,0.7187,0.1129,0.0382,1.3509,12.221,0
1279506,0.6383,0.7153,0.1142,0.0383,1.2714,12.218,0
1279507,0.648,0.7198,0.1134,0.0393,1.2667,12.218,0
1279508,0.6497,0.7237,0.1113,0.0381,1.4203,12.2105,0
1279509,0.6481,0.7209,0.1142,0.0389,1.3132,12.2076,0
1279510,0.6484,0.7213,0.1161,0.0364,1.3011,12.2076,0
1279511,0.6468,0.7198,0.1136,0.0383,1.3243,12.2021,0
1279512,0.657,0.7323,0.1167,0.0387,1.2951,12.2021,0
1279513,0.6559,0.7237,0.1148,0.0384,1.3507,12.2038,0
1279514,0.6474,0.7271,0.1142,0.0388,1.3631,12.2011,0
1279515,0.6535,0.7241,0.1123,0.0384,1.5793,12.2011,0
1279516,0.6559,0.7307,0.1159,0.0398,1.5211,12.1995,0
1279517,0.6567,0.7331,0.1157,0.0414,1.5271,12.1991,0
1279518,0.6561,0.7267,0.1116,0.0386,1.3923,12.1991,0
1279519,0.6569,0.725,0.1106,0.0375,1.6318,12.2012,0
1279520,0.6495,0.7261,0.1139,0.0384,1.4688,12.2012,0
1279521,0.6379,0.7113,0.1159,0.0382,1.5572,12.2024,0
1279522,0.6445,0.7125,0.1116,0.0377,1.5568,12.2056,0
1279523,0.6422,0.7234,0.1119,0.0378,1.7229,12.2056,0
1279524,0.6498,0.7221,0.1152,0.0367,1.4701,12.2092,0
1279525,0.6459,0.7207,0.1148,0.0388,1.3665,12.2092,0
1279526,0.6565,0.7202,0.1107,0.0376,1.3714,12.2123,0
1279527,0.6536,0.7241,0.1118,0.042,1.3971,12.2155,0
1279528,0.6473,0.7203,0.1162,0.0383,1.1885,12.2155,0
1279529,0.6406,0.7089,0.1166,0.0398,1.1889,12.2158,0
1279530,0.6448,0.7167,0.1099,0.0383,1.1724,12.214,0
1279531,0.6471,0.7246,0.1093,0.0361,1.1938,12.214,0
1279532,0.6443,0.7193,0.1152,0.0399,1.1138,12.2113,0
1279533,0.6451,0.7186,0.1179,0.0376,1.25,12.2113,0
1279534,0.6387,0.7141,0.112,0.037,1.4248,12.2101,0
1279535,0.6525,0.7225,0.1077,0.0381,1.4237,12.2086,0
1279536,0.6472,0.7249,0.1162,0.0409,1.2877,12.2086,0
1279537,0.6494,0.7192,0.1155,0.0362,1.4903,12.2117,0
1279538,0.644,0.7196,0.109,0.036,1.5917,12.208,0
1279539,0.6515,0.7251,0.1114,0.0354,1.5686,12.208,0
1279540,0.6469,0.725,0.1144,0.0386,1.385,12.2136,0
1279541,0.646,0.714,0.1136,0.0377,1.2919,12.2136,0
1279542,0.6393,0.7176,0.112,0.0348,1.3541,12.2125,0
1279543,0.6525,0.7188,0.1129,0.0381,1.4438,12.2125,0
1279544,0.6466,0.7224,0.114,0.0376,1.3411,12.2125,0
1279545,0.6424,0.7153,0.1131,0.0371,1.4273,12.214,0
1279546,0.6433,0.7189,0.1114,0.0402,1.3302,12.218,0
1279547,0.6534,0.72,0.1092,0.0389,1.2811,12.218,0
1279548,0.6565,0.735,0.1172,0.0382,1.4323,12.2106,0
1279549,0.6544,0.7214,0.1151,0.0383,1.394,12.2106,0
1279550,0.6497,0.7209,0.1094,0.0386,1.2867,12.2117,0
1279551,0.6402,0.7214,0.1102,0.0366,1.2723,12.2045,0
1279552,0.643,0.7168,0.115,0.0409,1.257,12.2045,0
1279553,0.6317,0.7059,0.1146,0.0379,1.3309,12.2085,0
1279554,0.6432,0.7181,0.1121,0.0396,1.3466,12.2085,0
1279555,0.6377,0.7171,0.1131,0.0367,1.3447,12.2124,0
1279556,0.6376,0.7123,0.1171,0.0366,1.3546,12.2107,0
1279557,0.6415,0.7143,0.1134,0.0402,1.1454,12.2107,0
1279558,0.6451,0.7219,0.1088,0.0373,1.3394,12.2087,0
1279559,0.6515,0.7242,0.1162,0.0379,1.378,12.2093,0
1279560,0.6486,0.7219,0.1167,0.0389,1.2502,12.2093,0
1279561,0.6434,0.7171,0.115,0.0385,1.1475,12.2073,0
1279562,0.6411,0.7174,0.1145,0.0398,1.3766,12.2073,0
1279563,0.6451,0.7207,0.1167,0.0382,1.0847,12.2148,0
1279564,0.6369,0.7094,0.117,0.0394,1.188,12.214,0
1279565,0.6328,0.7119,0.1115,0.0388,1.382,12.214,0
1279566,0.6413,0.7137,0.1095,0.0376,1.58,12.206,0
1279567,0.6529,0.7211,0.1158,0.0369,1.4219,12.2084,0
1279568,0.6438,0.7136,0.1145,0.0372,1.2896,12.2084,0
1279569,0.6489,0.7159,0.1118,0.0382,1.3401,12.2128,0
1279570,0.6448,0.7218,0.1111,0.0375,1.2653,12.2128,0
1279571,0.6405,0.7126,0.1148,0.038,1.1404,12.2214,0
1279572,0.6417,0.7151,0.1153,0.0389,1.1501,12.2178,0
1279573,0.6421,0.7189,0.1142,0.0384,1.0683,12.2178,0
1279574,0.6434,0.7167,0.1152,0.0378,1.0057,12.2164,0
1279575,0.646,0.7209,0.1151,0.0384,1.1017,12.2155,0
1279576,0.6416,0.7158,0.1162,0.0382,1.0952,12.2155,0
1279577,0.6484,0.7198,0.1107,0.0372,1.1645,12.217,0
1279578,0.6534,0.7286,0.1134,0.0388,1.1516,12.217,0
1279579,0.6442,0.7248,0.1169,0.0395,1.2573,12.2202,0
1279580,0.6429,0.7132,0.1171,0.0382,1.1899,12.2208,0
1279581,0.6411,0.7125,0.1108,0.0389,1.0371,12.2208,0
1279582,0.646,0.723,0.1107,0.0376,1.0039,12.2178,0
1279583,0.6428,0.7238,0.114,0.036,1.0882,12.2178,0
1279584,0.6367,0.7102,0.1141,0.0373,1.1299,12.2151,0
1279585,0.6428,0.715,0.1111,0.0372,1.1733,12.2193,0
1279586,0.6573,0.7303,0.1098,0.0345,1.1522,12.2193,0
1279587,0.6477,0.7273,0.1145,0.039,1.4649,12.2176,0
1279588,0.6514,0.7188,0.1154,0.0384,1.3799,12.2133,0
1279589,0.649,0.722,0.1086,0.0372,1.4655,12.2133,0
1279590,0.6519,0.7272,0.1128,0.0389,1.3615,12.2174,0
1279591,0.6453,0.7188,0.1157,0.0376,1.1609,12.2174,0
1279592,0.6426,0.7157,0.1142,0.037,1.2758,12.2169,0
1279593,0.6438,0.7235,0.1104,0.0388,1.4566,12.2237,0
1279594,0.6509,0.7156,0.1118,0.0376,1.747,12.2237,0
1279595,0.6453,0.7234,0.1137,0.0383,1.4638,12.2275,0
1279596,0.641,0.7243,0.1134,0.0369,1.3321,12.228,0
1279597,0.6588,0.7369,0.1077,0.0365,1.4482,12.228,0
1279598,0.6569,0.736,0.1124,0.0392,1.3916,12.2298,0
1279599,0.6536,0.7283,0.1143,0.0379,1.5752,12.2298,0
1279600,0.6578,0.7288,0.1099,0.0406,1.5206,12.2356,0
1279601,0.6652,0.7335,0.1107,0.0381,1.4596,12.2273,0
1279602,0.6518,0.7292,0.1125,0.0367,1.307,12.2273,0
1279603,0.6609,0.7323,0.1142,0.0389,1.4113,12.224,0
1279604,0.6549,0.7275,0.11,0.039,1.5223,12.2232,0
1279605,0.6524,0.7245,0.1083,0.037,1.4338,12.2232,0
1279606,0.6503,0.7186,0.1115,0.037,1.3456,12.2235,0
1279607,0.6539,0.7276,0.1156,0.0382,1.5121,12.2235,0
1279608,0.6444,0.7099,0.1112,0.04,1.4763,12.2202,0
1279609,0.6408,0.7154,0.1115,0.0361,1.42,12.2243,0
1279610,0.6375,0.7174,0.1136,0.0384,1.2707,12.2243,0
1279611,0.6509,0.7233,0.1136,0.0364,1.5193,12.2237,0
1279612,0.6453,0.7106,0.1121,0.0383,1.4307,12.2237,0
1279613,0.6465,0.7219,0.1109,0.0385,1.403,12.2238,0
1279614,0.656,0.7234,0.111,0.0379,1.3969,12.2265,0
1279615,0.6507,0.7259,0.1138,0.0368,1.5095,12.2265,0
1279616,0.639,0.7225,0.1098,0.0359,1.4175,12.2209,0
1279617,0.6459,0.7206,0.1108,0.0388,1.3584,12.2163,0
1279618,0.6536,0.7218,0.1126,0.0376,1.2416,12.2163,0
1279619,0.6459,0.7141,0.1116,0.0397,1.3711,12.2175,0
1279620,0.6405,0.7117,0.11,0.0352,1.3778,12.2175,0
1279621,0.6425,0.7113,0.1127,0.0387,1.4574,12.2236,0
1279622,0.6492,0.7194,0.1158,0.0397,1.6448,12.2274,0
1279623,0.6459,0.7192,0.1158,0.0389,1.2015,12.2274,0
1279624,0.6448,0.7195,0.1135,0.0369,1.1819,12.2302,0
1279625,0.6413,0.7164,0.109,0.0385,1.3682,12.231,0
1279626,0.6582,0.7239,0.1135,0.0364,1.3815,12.231,0
1279627,0.6407,0.7162,0.1172,0.0379,1.2242,12.2365,0
1279628,0.6412,0.7099,0.1121,0.0362,1.3101,12.2365,0
1279629,0.64,0.7141,0.1118,0.0372,1.4559,12.244,0
1279630,0.6455,0.721,0.1122,0.0387,1.4534,12.2434,0
1279631,0.6408,0.7153,0.1179,0.0382,1.4581,12.2434,0
1279632,0.6476,0.718,0.1118,0.0378,1.3799,12.2559,0
1279633,0.6553,0.7299,0.1143,0.0396,1.3456,12.2517,0
1279634,0.6638,0.7307,0.1165,0.0388,1.3261,12.2517,0
1279635,0.6525,0.7264,0.1183,0.0377,1.0121,12.2506,0
1279636,0.656,0.7253,0.1134,0.0395,1.1911,12.2506,0
1279637,0.6459,0.7182,0.1098,0.0365,1.2119,12.2524,0
1279638,0.643,0.7218,0.1145,0.0371,1.3737,12.2517,0
1279639,0.6379,0.7099,0.1118,0.0393,1.4133,12.2517,0
1279640,0.6344,0.7166,0.1142,0.0375,1.5023,12.2496,0
1279641,0.6493,0.721,0.1159,0.0376,1.3455,12.2496,0
1279642,0.6507,0.7234,0.1164,0.0369,1.2028,12.2528,0
1279643,0.6466,0.7144,0.117,0.0365,1.2029,12.2508,0
1279644,0.6475,0.7195,0.1108,0.0383,1.2646,12.2508,0
1279645,0.6484,0.7206,0.1145,0.0377,1.2901,12.2519,0
1279646,0.6428,0.709,0.116,0.036,1.3339,12.2555,0
1279647,0.6492,0.7197,0.1147,0.0365,1.0898,12.2555,0
1279648,0.6449,0.7207,0.1129,0.0405,1.043,12.2576,0
1279649,0.6428,0.7235,0.113,0.039,1.2386,12.2576,0
1279650,0.6363,0.7141,0.1125,0.0357,1.2425,12.2636,0
1279651,0.6314,0.7055,0.1153,0.0386,1.0972,12.2664,0
1279652,0.6499,0.7185,0.1129,0.0373,1.3293,12.2664,0
1279653,0.6469,0.7202,0.1161,0.039,1.2469,12.2683,0
1279654,0.6477,0.7131,0.1179,0.0373,1.4384,12.2661,0
1279655,0.6443,0.7094,0.1155,0.0408,1.3902,12.2661,0
1279656,0.6424,0.7113,0.1111,0.0382,1.3957,12.2697,0
1279657,0.6394,0.7125,0.1162,0.0361,1.5488,12.2697,0
1279658,0.6387,0.7106,0.1155,0.0359,1.6117,12.2776,0
1279659,0.6342,0.7057,0.1146,0.0372,1.3937,12.2837,0
1279660,0.6425,0.7064,0.1099,0.0352,1.5223,12.2837,0
1279661,0.6365,0.711,0.1104,0.0376,1.1404,12.2895,0
1279662,0.6413,0.7146,0.1167,0.0367,1.0929,12.2937,0
1279663,0.6427,0.716,0.1158,0.0362,1.1666,12.2937,0
1279664,0.6385,0.7052,0.1091,0.04,1.1186,12.2962,0
1279665,0.6478,0.7112,0.109,0.0398,1.0919,12.2962,0
1279666,0.6394,0.7089,0.1129,0.0369,1.2421,12.2967,0
1279667,0.6462,0.7105,0.1138,0.0369,1.396,12.2976,0
1279668,0.6394,0.7107,0.1112,0.0362,1.2078,12.2976,0
1279669,0.6369,0.711,0.1136,0.0405,1.2544,12.2952,0
1279670,0.6388,0.711,0.1156,0.0372,1.2743,12.2952,0
1279671,0.6338,0.7136,0.1123,0.0367,1.1957,12.2965,0
1279672,0.6348,0.7063,0.114,0.0375,1.2418,12.2909,0
1279673,0.6397,0.7166,0.1131,0.0399,1.2397,12.2909,0
1279674,0.6409,0.7106,0.117,0.0379,1.092,12.289,0
1279675,0.6328,0.7061,0.1158,0.0397,1.203,12.2924,0
1279676,0.635,0.7087,0.108,0.038,1.3128,12.2924,0
1279677,0.6378,0.7147,0.1165,0.0367,1.0036,12.2883,0
1279678,0.6394,0.7141,0.1162,0.0364,1.0129,12.2883,0
1279679,0.6407,0.7088,0.1099,0.0389,1.1615,12.286,0
1279680,0.6501,0.725,0.1125,0.0394,1.1675,12.2875,0
1279681,0.6463,0.7213,0.1126,0.0392,1.3777,12.2875,0
1279682,0.6418,0.7147,0.1153,0.0392,1.3711,12.2994,0
1279683,0.644,0.7096,0.1119,0.0365,1.3487,12.3095,0
1279684,0.6442,0.7203,0.1098,0.0391,1.3539,12.3095,0
1279685,0.645,0.7194,0.1139,0.0383,1.3949,12.3141,0
1279686,0.6431,0.7114,0.1161,0.0388,1.4732,12.3141,0
1279687,0.6335,0.7124,0.1117,0.0381,1.4661,12.3087,0
1279688,0.6446,0.7129,0.1103,0.0379,1.43,12.3033,0
1279689,0.6401,0.7143,0.1139,0.0378,1.3454,12.3033,0
1279690,0.6468,0.7231,0.1154,0.0409,1.2588,12.2986,0
1279691,0.6554,0.7259,0.1141,0.0395,1.3007,12.2914,0
1279692,0.6482,0.7193,0.1119,0.0376,1.2727,12.2914,0
1279693,0.6481,0.7232,0.1171,0.0381,1.1646,12.2912,0
1279694,0.6424,0.7183,0.1118,0.0374,1.3253,12.2912,0
1279695,0.6435,0.7199,0.1098,0.0385,1.3372,12.2859,0
1279696,0.6462,0.7194,0.1154,0.0368,1.2533,12.2907,0
1279697,0.6383,0.7172,0.1148,0.0375,1.4868,12.2907,0
1279698,0.6352,0.7162,0.1132,0.0387,1.4539,12.2944,0
1279699,0.6419,0.7132,0.1091,0.0386,1.535,12.2944,0
1279700,0.6526,0.7285,0.1134,0.0395,1.4187,12.2988,0
1279701,0.6457,0.7214,0.1163,0.0392,1.4421,12.3013,0
1279702,0.6548,0.7208,0.1137,0.0389,1.3396,12.3013,0
1279703,0.6429,0.7236,0.11,0.0387,1.3579,12.3014,0
1279704,0.646,0.7212,0.1147,0.0389,1.3455,12.2966,0
1279705,0.6454,0.7207,0.115,0.042,1.2779,12.2966,0
1279706,0.6363,0.7155,0.1149,0.0423,0.9828,12.2945,0
1279707,0.6488,0.7197,0.1097,0.0389,1.3901,12.2945,0
1279708,0.6491,0.7184,0.115,0.0379,1.414,12.2936,0
1279709,0.6509,0.7194,0.1161,0.0394,1.5834,12.2953,0
